#ROD_Channel ROC_Channel Straw# HW_addr Board GOL
21 9 947 11 3S1 2
21 10 1020 11 3S1 2
21 11 970 11 3S1 2
21 12 994 11 3S1 2
21 13 969 11 3S1 2
21 14 993 11 3S1 2
21 15 968 11 3S1 2
23 0 1071 12 3S2 2
23 1 1122 12 3S2 2
23 2 1046 12 3S2 2
23 3 1096 12 3S2 2
23 4 1120 12 3S2 2
23 5 1044 12 3S2 2
23 6 1094 12 3S2 2
23 7 1069 12 3S2 2
23 8 1095 12 3S2 2
23 9 1070 12 3S2 2
23 10 1121 12 3S2 2
23 11 1045 12 3S2 2
23 12 1119 12 3S2 2
23 13 1068 12 3S2 2
23 14 1093 12 3S2 2
23 15 1043 12 3S2 2
25 0 1075 13 3S2 2
25 1 1126 13 3S2 2
25 2 1050 13 3S2 2
25 3 1100 13 3S2 2
25 4 1124 13 3S2 2
25 5 1073 13 3S2 2
25 6 1098 13 3S2 2
25 7 1047 13 3S2 2
25 8 1099 13 3S2 2
25 9 1074 13 3S2 2
25 10 1125 13 3S2 2
25 11 1049 13 3S2 2
25 12 1123 13 3S2 2
25 13 1048 13 3S2 2
25 14 1097 13 3S2 2
25 15 1072 13 3S2 2
27 0 1054 14 3S2 2
27 1 1130 14 3S2 2
27 2 1079 14 3S2 2
27 3 1129 14 3S2 2
27 4 1102 14 3S2 2
27 5 1052 14 3S2 2
27 6 1127 14 3S2 2
27 7 1077 14 3S2 2
27 8 1128 14 3S2 2
27 9 1078 14 3S2 2
27 10 1103 14 3S2 2
27 11 1053 14 3S2 2
27 12 1101 14 3S2 2
27 13 1076 14 3S2 2
27 14 -2 14 3S2 2
27 15 1051 14 3S2 2
29 0 1057 15 3S2 2
29 1 1107 15 3S2 2
29 2 1083 15 3S2 2
29 3 1108 15 3S2 2
29 4 1109 15 3S2 2
29 5 1055 15 3S2 2
29 6 1105 15 3S2 2
29 7 1082 15 3S2 2
29 8 1106 15 3S2 2
29 9 1058 15 3S2 2
29 10 1084 15 3S2 2
29 11 1056 15 3S2 2
29 12 1104 15 3S2 2
29 13 1081 15 3S2 2
29 14 1131 15 3S2 2
29 15 1080 15 3S2 2
31 0 1158 16 3S2 2
31 1 1208 16 3S2 2
31 2 1157 16 3S2 2
31 3 1183 16 3S2 2
31 4 1207 16 3S2 2
31 5 1132 16 3S2 2
31 6 1181 16 3S2 2
31 7 1133 16 3S2 2
31 8 1182 16 3S2 2
31 9 1159 16 3S2 2
31 10 1234 16 3S2 2
31 11 1156 16 3S2 2
31 12 1206 16 3S2 2
31 13 1155 16 3S2 2
31 14 1180 16 3S2 2
31 15 1154 16 3S2 2
33 0 1179 17 3S2 2
33 1 1205 17 3S2 2
33 2 1153 17 3S2 2
33 3 1230 17 3S2 2
33 4 1203 17 3S2 2
33 5 1151 17 3S2 2
33 6 1228 17 3S2 2
33 7 1177 17 3S2 2
33 8 1229 17 3S2 2
33 9 1178 17 3S2 2
33 10 1204 17 3S2 2
33 11 1152 17 3S2 2
33 12 1202 17 3S2 2
33 13 1176 17 3S2 2
33 14 1201 17 3S2 2
33 15 1150 17 3S2 2
35 0 1149 18 3S2 2
35 1 1175 18 3S2 2
35 2 1148 18 3S2 2
35 3 1200 18 3S2 2
35 4 1224 18 3S2 2
35 5 1172 18 3S2 2
35 6 1198 18 3S2 2
35 7 1146 18 3S2 2
35 8 1199 18 3S2 2
35 9 1147 18 3S2 2
35 10 1174 18 3S2 2
35 11 1173 18 3S2 2
35 12 1223 18 3S2 2
35 13 1171 18 3S2 2
35 14 1197 18 3S2 2
35 15 1145 18 3S2 2
37 0 1255 19 3S2 2
37 1 1308 19 3S2 2
37 2 1254 19 3S2 2
37 3 1281 19 3S2 2
37 4 1279 19 3S2 2
37 5 1225 19 3S2 2
37 6 1252 19 3S2 2
37 7 1226 19 3S2 2
37 8 1227 19 3S2 2
37 9 1280 19 3S2 2
37 10 1253 19 3S2 2
37 11 1307 19 3S2 2
37 12 1278 19 3S2 2
37 13 1251 19 3S2 2
37 14 1277 19 3S2 2
37 15 1250 19 3S2 2
39 0 1259 20 3S2 2
39 1 1287 20 3S2 2
39 2 1233 20 3S2 2
39 3 1286 20 3S2 2
39 4 1311 20 3S2 2
39 5 1231 20 3S2 2
39 6 1284 20 3S2 2
39 7 1258 20 3S2 2
39 8 1285 20 3S2 2
39 9 1260 20 3S2 2
39 10 1312 20 3S2 2
39 11 1232 20 3S2 2
39 12 1283 20 3S2 2
39 13 1257 20 3S2 2
39 14 1282 20 3S2 2
39 15 1256 20 3S2 2
41 0 1392 21 3S2 2
41 1 1338 21 3S2 2
41 2 1419 21 3S2 2
41 3 1339 21 3S2 2
41 4 1364 21 3S2 2
41 5 1336 21 3S2 2
41 6 1418 21 3S2 2
41 7 1363 21 3S2 2
41 8 1391 21 3S2 2
41 9 1337 21 3S2 2
41 10 1365 21 3S2 2
41 11 1310 21 3S2 2
41 12 1390 21 3S2 2
41 13 1309 21 3S2 2
41 14 1362 21 3S2 2
41 15 1335 21 3S2 2
43 0 1389 22 3S2 2
43 1 1361 22 3S2 2
43 2 1388 22 3S2 2
43 3 1334 22 3S2 2
43 4 1414 22 3S2 2
43 5 1332 22 3S2 2
43 6 1359 22 3S2 2
43 7 1305 22 3S2 2
43 8 1387 22 3S2 2
43 9 1306 22 3S2 2
43 10 1360 22 3S2 2
43 11 1333 22 3S2 2
43 12 1358 22 3S2 2
43 13 1331 22 3S2 2
43 14 1386 22 3S2 2
43 15 1304 22 3S2 2
45 0 1446 23 3S2 2
45 1 1473 23 3S2 2
45 2 1445 23 3S2 2
45 3 1500 23 3S2 2
45 4 1471 23 3S2 2
45 5 1443 23 3S2 2
45 6 1527 23 3S2 2
45 7 1416 23 3S2 2
45 8 1499 23 3S2 2
45 9 1417 23 3S2 2
45 10 1472 23 3S2 2
45 11 1444 23 3S2 2
45 12 1498 23 3S2 2
45 13 1442 23 3S2 2
45 14 1470 23 3S2 2
45 15 1415 23 3S2 2
47 0 1638 33 3L1 3
47 1 1609 33 3L1 3
47 2 1581 33 3L1 3
47 3 1613 33 3L1 3
47 4 1611 33 3L1 3
47 5 1610 33 3L1 3
47 6 1583 33 3L1 3
47 7 1639 33 3L1 3
47 8 1640 33 3L1 3
47 9 1554 33 3L1 3
47 10 1612 33 3L1 3
47 11 1526 33 3L1 3
47 12 1582 33 3L1 3
47 13 1555 33 3L1 3
47 14 1641 33 3L1 3
47 15 1584 33 3L1 3
49 0 1605 34 3L1 3
49 1 1576 34 3L1 3
49 2 1634 34 3L1 3
49 3 1577 34 3L1 3
49 4 1550 34 3L1 3
49 5 1636 34 3L1 3
49 6 1579 34 3L1 3
49 7 1607 34 3L1 3
49 8 1578 34 3L1 3
49 9 1606 34 3L1 3
49 10 1549 34 3L1 3
49 11 1635 34 3L1 3
49 12 1551 34 3L1 3
49 13 1608 34 3L1 3
49 14 1580 34 3L1 3
49 15 1637 34 3L1 3
51 0 1601 35 3L1 3
51 1 1544 35 3L1 3
51 2 1630 35 3L1 3
51 3 1543 35 3L1 3
51 4 1545 35 3L1 3
51 5 1632 35 3L1 3
51 6 1574 35 3L1 3
51 7 1603 35 3L1 3
51 8 1573 35 3L1 3
51 9 1602 35 3L1 3
51 10 1572 35 3L1 3
51 11 1631 35 3L1 3
51 12 1546 35 3L1 3
51 13 1604 35 3L1 3
51 14 1575 35 3L1 3
51 15 1633 35 3L1 3
53 0 1597 36 3L1 3
53 1 1540 36 3L1 3
53 2 1626 36 3L1 3
53 3 1539 36 3L1 3
53 4 1541 36 3L1 3
53 5 1628 36 3L1 3
53 6 1570 36 3L1 3
53 7 1599 36 3L1 3
53 8 1569 36 3L1 3
53 9 1598 36 3L1 3
53 10 1568 36 3L1 3
53 11 1627 36 3L1 3
53 12 1542 36 3L1 3
53 13 1600 36 3L1 3
53 14 1571 36 3L1 3
53 15 1629 36 3L1 3
55 0 1593 37 3L1 3
55 1 1536 37 3L1 3
55 2 1622 37 3L1 3
55 3 1535 37 3L1 3
55 4 1537 37 3L1 3
55 5 1624 37 3L1 3
55 6 1566 37 3L1 3
55 7 1595 37 3L1 3
55 8 1565 37 3L1 3
55 9 1594 37 3L1 3
55 10 1564 37 3L1 3
55 11 1623 37 3L1 3
55 12 1538 37 3L1 3
55 13 1596 37 3L1 3
55 14 1567 37 3L1 3
55 15 1625 37 3L1 3
57 0 1589 38 3L1 3
57 1 1531 38 3L1 3
57 2 1590 38 3L1 3
57 3 1561 38 3L1 3
57 4 1533 38 3L1 3
57 5 1620 38 3L1 3
57 6 1534 38 3L1 3
57 7 1591 38 3L1 3
57 8 1532 38 3L1 3
57 9 1618 38 3L1 3
57 10 1562 38 3L1 3
57 11 1619 38 3L1 3
57 12 1563 38 3L1 3
57 13 1592 38 3L1 3
57 14 1504 38 3L1 3
57 15 1621 38 3L1 3
59 0 1587 39 3L1 3
59 1 1557 39 3L1 3
59 2 1528 39 3L1 3
59 3 1614 39 3L1 3
59 4 1530 39 3L1 3
59 5 1588 39 3L1 3
59 6 1559 39 3L1 3
59 7 1616 39 3L1 3
59 8 1558 39 3L1 3
59 9 1586 39 3L1 3
59 10 1556 39 3L1 3
59 11 1585 39 3L1 3
59 12 1560 39 3L1 3
59 13 1617 39 3L1 3
59 14 1529 39 3L1 3
59 15 1615 39 3L1 3
61 0 1501 40 3L1 3
61 1 1420 40 3L1 3
61 2 1474 40 3L1 3
61 3 1447 40 3L1 3
61 4 1421 40 3L1 3
61 5 1476 40 3L1 3
61 6 1449 40 3L1 3
61 7 1503 40 3L1 3
61 8 1448 40 3L1 3
61 9 1475 40 3L1 3
61 10 1393 40 3L1 3
61 11 1502 40 3L1 3
61 12 1422 40 3L1 3
61 13 1505 40 3L1 3
61 14 1450 40 3L1 3
61 15 1477 40 3L1 3
63 0 1478 41 3L1 3
63 1 1394 41 3L1 3
63 2 1506 41 3L1 3
63 3 1423 41 3L1 3
63 4 1424 41 3L1 3
63 5 1480 41 3L1 3
63 6 1452 41 3L1 3
63 7 1508 41 3L1 3
63 8 1395 41 3L1 3
63 9 1479 41 3L1 3
63 10 1451 41 3L1 3
63 11 1507 41 3L1 3
63 12 1425 41 3L1 3
63 13 1481 41 3L1 3
63 14 1453 41 3L1 3
63 15 1509 41 3L1 3
65 0 1482 42 3L1 3
65 1 1454 42 3L1 3
65 2 1510 42 3L1 3
65 3 1426 42 3L1 3
65 4 1428 42 3L1 3
65 5 1484 42 3L1 3
65 6 1456 42 3L1 3
65 7 1512 42 3L1 3
65 8 1455 42 3L1 3
65 9 1483 42 3L1 3
65 10 1427 42 3L1 3
65 11 1511 42 3L1 3
65 12 1429 42 3L1 3
65 13 1485 42 3L1 3
65 14 1457 42 3L1 3
65 15 1513 42 3L1 3
67 0 1486 43 3L1 3
67 1 1458 43 3L1 3
67 2 1514 43 3L1 3
67 3 1431 43 3L1 3
67 4 1432 43 3L1 3
67 5 1488 43 3L1 3
67 6 1460 43 3L1 3
67 7 1516 43 3L1 3
67 8 1459 43 3L1 3
67 9 1515 43 3L1 3
67 10 1430 43 3L1 3
67 11 1487 43 3L1 3
67 12 1433 43 3L1 3
67 13 1517 43 3L1 3
67 14 1461 43 3L1 3
67 15 1489 43 3L1 3
69 0 1518 44 3L1 3
69 1 1462 44 3L1 3
69 2 1490 44 3L1 3
69 3 1435 44 3L1 3
69 4 1409 44 3L1 3
69 5 1548 44 3L1 3
69 6 1464 44 3L1 3
69 7 1491 44 3L1 3
69 8 1436 44 3L1 3
69 9 1547 44 3L1 3
69 10 1463 44 3L1 3
69 11 1519 44 3L1 3
69 12 1437 44 3L1 3
69 13 1492 44 3L1 3
69 14 1465 44 3L1 3
69 15 1520 44 3L1 3
71 0 1522 45 3L1 3
71 1 1467 45 3L1 3
71 2 1523 45 3L1 3
71 3 1466 45 3L1 3
71 4 1524 45 3L1 3
71 5 1468 45 3L1 3
71 6 1552 45 3L1 3
71 7 1496 45 3L1 3
71 8 1521 45 3L1 3
71 9 1495 45 3L1 3
71 10 1493 45 3L1 3
71 11 1494 45 3L1 3
71 12 1553 45 3L1 3
71 13 1469 45 3L1 3
71 14 1525 45 3L1 3
71 15 1497 45 3L1 3
73 0 1438 46 3L2 3
73 1 1328 46 3L2 3
73 2 1410 46 3L2 3
73 3 1383 46 3L2 3
73 4 1441 46 3L2 3
73 5 1384 46 3L2 3
73 6 1440 46 3L2 3
73 7 1385 46 3L2 3
73 8 1439 46 3L2 3
73 9 1356 46 3L2 3
73 10 1411 46 3L2 3
73 11 1329 46 3L2 3
73 12 1412 46 3L2 3
73 13 1330 46 3L2 3
73 14 1413 46 3L2 3
73 15 1357 46 3L2 3
75 0 1378 47 3L2 3
75 1 1325 47 3L2 3
75 2 1406 47 3L2 3
75 3 1352 47 3L2 3
75 4 1382 47 3L2 3
75 5 1380 47 3L2 3
75 6 1354 47 3L2 3
75 7 1407 47 3L2 3
75 8 1326 47 3L2 3
75 9 1434 47 3L2 3
75 10 1327 47 3L2 3
75 11 1379 47 3L2 3
75 12 1353 47 3L2 3
75 13 1381 47 3L2 3
75 14 1355 47 3L2 3
75 15 1408 47 3L2 3
77 0 1402 48 3L2 3
77 1 1321 48 3L2 3
77 2 1375 48 3L2 3
77 3 1347 48 3L2 3
77 4 1351 48 3L2 3
77 5 1404 48 3L2 3
77 6 1323 48 3L2 3
77 7 1376 48 3L2 3
77 8 1349 48 3L2 3
77 9 1348 48 3L2 3
77 10 1322 48 3L2 3
77 11 1403 48 3L2 3
77 12 1350 48 3L2 3
77 13 1377 48 3L2 3
77 14 1324 48 3L2 3
77 15 1405 48 3L2 3
79 0 1371 49 3L2 3
79 1 1317 49 3L2 3
79 2 1399 49 3L2 3
79 3 1344 49 3L2 3
79 4 1319 49 3L2 3
79 5 1373 49 3L2 3
79 6 -2 49 3L2 3
79 7 1400 49 3L2 3
79 8 1345 49 3L2 3
79 9 1372 49 3L2 3
79 10 1318 49 3L2 3
79 11 -2 49 3L2 3
79 12 1346 49 3L2 3
79 13 1401 49 3L2 3
79 14 1320 49 3L2 3
79 15 1374 49 3L2 3
81 0 1366 50 3L2 3
81 1 1313 50 3L2 3
81 2 1367 50 3L2 3
81 3 1340 50 3L2 3
81 4 1315 50 3L2 3
81 5 1397 50 3L2 3
81 6 1342 50 3L2 3
81 7 1369 50 3L2 3
81 8 1341 50 3L2 3
81 9 1368 50 3L2 3
81 10 1314 50 3L2 3
81 11 1396 50 3L2 3
81 12 1316 50 3L2 3
81 13 1370 50 3L2 3
81 14 1343 50 3L2 3
81 15 1398 50 3L2 3
83 0 1261 51 3L2 3
83 1 1209 51 3L2 3
83 2 1288 51 3L2 3
83 3 1235 51 3L2 3
83 4 1210 51 3L2 3
83 5 1290 51 3L2 3
83 6 1237 51 3L2 3
83 7 1263 51 3L2 3
83 8 1236 51 3L2 3
83 9 1262 51 3L2 3
83 10 1184 51 3L2 3
83 11 1289 51 3L2 3
83 12 1211 51 3L2 3
83 13 1264 51 3L2 3
83 14 1238 51 3L2 3
83 15 1291 51 3L2 3
85 0 1292 52 3L2 3
85 1 1265 52 3L2 3
85 2 1212 52 3L2 3
85 3 1213 52 3L2 3
85 4 1241 52 3L2 3
85 5 1267 52 3L2 3
85 6 1242 52 3L2 3
85 7 1293 52 3L2 3
85 8 1214 52 3L2 3
85 9 1239 52 3L2 3
85 10 1240 52 3L2 3
85 11 1266 52 3L2 3
85 12 1215 52 3L2 3
85 13 1294 52 3L2 3
85 14 1216 52 3L2 3
85 15 1268 52 3L2 3
87 0 1295 53 3L2 3
87 1 1191 53 3L2 3
87 2 1269 53 3L2 3
87 3 1243 53 3L2 3
87 4 1244 53 3L2 3
87 5 1272 53 3L2 3
87 6 1218 53 3L2 3
87 7 1271 53 3L2 3
87 8 1270 53 3L2 3
87 9 1296 53 3L2 3
87 10 1217 53 3L2 3
87 11 1297 53 3L2 3
87 12 1245 53 3L2 3
87 13 1298 53 3L2 3
87 14 1219 53 3L2 3
87 15 1299 53 3L2 3
89 0 1220 54 3L2 3
89 1 1273 54 3L2 3
89 2 1246 54 3L2 3
89 3 1303 54 3L2 3
89 4 1275 54 3L2 3
89 5 1221 54 3L2 3
89 6 1301 54 3L2 3
89 7 1248 54 3L2 3
89 8 1300 54 3L2 3
89 9 1247 54 3L2 3
89 10 1274 54 3L2 3
89 11 1195 54 3L2 3
89 12 1302 54 3L2 3
89 13 1222 54 3L2 3
89 14 1276 54 3L2 3
89 15 1249 54 3L2 3
91 0 1167 55 3L2 3
91 1 1192 55 3L2 3
91 2 1169 55 3L2 3
91 3 1116 55 3L2 3
91 4 1141 55 3L2 3
91 5 1194 55 3L2 3
91 6 1143 55 3L2 3
91 7 1092 55 3L2 3
91 8 1193 55 3L2 3
91 9 1117 55 3L2 3
91 10 1168 55 3L2 3
91 11 1142 55 3L2 3
91 12 1118 55 3L2 3
91 13 1170 55 3L2 3
91 14 1144 55 3L2 3
91 15 1196 55 3L2 3
93 0 1115 56 3L2 3
93 1 1166 56 3L2 3
93 2 1140 56 3L2 3
93 3 1165 56 3L2 3
93 4 1087 56 3L2 3
93 5 1164 56 3L2 3
93 6 1113 56 3L2 3
93 7 1138 56 3L2 3
93 8 1190 56 3L2 3
93 9 1114 56 3L2 3
93 10 1139 56 3L2 3
93 11 1088 56 3L2 3
93 12 1189 56 3L2 3
93 13 1062 56 3L2 3
93 14 1163 56 3L2 3
93 15 1112 56 3L2 3
95 0 1134 57 3L2 3
95 1 1061 57 3L2 3
95 2 1185 57 3L2 3
95 3 1135 57 3L2 3
95 4 1085 57 3L2 3
95 5 1187 57 3L2 3
95 6 1111 57 3L2 3
95 7 1161 57 3L2 3
95 8 1136 57 3L2 3
95 9 1160 57 3L2 3
95 10 1110 57 3L2 3
95 11 1186 57 3L2 3
95 12 1137 57 3L2 3
95 13 1162 57 3L2 3
95 14 1086 57 3L2 3
95 15 1188 57 3L2 3
97 0 1091 58 3L2 2
97 1 1042 58 3L2 2
97 2 1067 58 3L2 2
97 3 1017 58 3L2 2
97 4 1065 58 3L2 2
97 5 1015 58 3L2 2
97 6 1089 58 3L2 2
97 7 1040 58 3L2 2
97 8 1090 58 3L2 2
97 9 1041 58 3L2 2
97 10 1066 58 3L2 2
97 11 1016 58 3L2 2
97 12 1064 58 3L2 2
97 13 1039 58 3L2 2
97 14 1063 58 3L2 2
97 15 1038 58 3L2 2
99 0 967 59 3L2 1
99 1 992 59 3L2 1
99 2 943 59 3L2 1
99 3 991 59 3L2 1
99 4 919 59 3L2 1
99 5 1037 59 3L2 1
99 6 942 59 3L2 1
99 7 989 59 3L2 1
99 8 1014 59 3L2 1
99 9 966 59 3L2 1
99 10 990 59 3L2 1
99 11 965 59 3L2 1
99 12 1013 59 3L2 1
99 13 918 59 3L2 1
99 14 988 59 3L2 1
99 15 941 59 3L2 1
